Compounds ID,Calc. MW,Name,Total Distance
42,373.23826,C20 H36 Cl N O3,11.710661751146839
594,337.26126,N-(9Z-hexadecenoyl)-homoserine lactone,11.664878438567872
63,202.80852,202.80852,11.648445368420942
53,426.19397,"(2,3-Dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl)methanone monomethanesulfonate",11.085192494295088
64,430.25955,C22 H39 Cl N2 O4,11.130767795745081
222,466.23616,4-[3-[4-(Diphenylmethyl)-1-piperazinyl]-2-hydroxypropoxy]-1H-indole-2-carbonitrile,11.129499908722151
61,443.17586,C20 H36 Cl3 N O3,11.34626572808469
67,446.09892,C18 H33 Br Cl2 O3,11.713331138317432
138,467.22026,C22 H39 Cl2 N O5,11.488231592823999
171,306.88170,306.88170,11.359056895770289
50,384.18337,1-(2-(4-Morpholinyl)ethyl)-3-(1-naphthoyl) indole,11.061365793703205
2047,233.98218,C9 H3 N2 O4 P,9.263229842494562
492,309.88191,C H2 Cl N4 O7 P3,11.89094684175369
102,308.88076,C H3 Cl N5 O4 P3 S,11.585485014063403
33,352.19348,"9,10-dichloro-octadecanoic acid",11.929735814812318
48,316.21676,C18 H33 Cl O2,11.929735814812318
45,492.04616,"4,7-Phenylsulfonyl-1,10-phenanthroline",11.736875305366716
66,489.12313,C22 H32 Cl N O3 S3,11.297022303438558
79,453.14639,C16 H32 N5 O2 P S3,11.29803660396144
944,394.77955,C4 H Br N O8 P3 S,10.308206414106666
459,304.88255,C2 H7 Br N5 P3 S,10.559087923957138
3257,393.77955,393.77955,10.619896432274942
161,298.91828,298.91828,11.913417110213395
812,397.78015,397.78015,10.321809464235116
6,266.15504,Dodecyl sulfate,11.66268821420996
16,233.98208,C9 H3 N2 O4 P,11.308670051549766
41,443.17598,C20 H36 Cl3 N O3,11.13874115687587
128,332.21171,C18 H33 Cl O3,10.73328711568923
1363,304.88258,C2 H7 Br N5 P3 S,10.453326733800605
414,309.88173,309.88173,11.12664210980103
1232,445.17290,Tetrahydrofolic acid,11.367884641662553
846,298.91838,C3 H6 Cl N O9 S2,11.148556210456999
316,305.88161,305.88161,11.766354039839038
1499,394.78023,C4 H Br N O8 P3 S,10.51415458972939
40,489.12308,C22 H32 Cl N O3 S3,11.335616981337443
99,453.14622,C22 H31 N O3 S3,11.340349800343219
125,471.15697,C22 H31 Cl N O6 P,11.439034416915199
2342,233.98232,Protocatechuic acid 3-O-sulfate,11.510991307147892
323,298.91830,C3 H6 Cl N O9 S2,11.947753697670416
216,250.98502,C5 H5 N3 O7 S,9.829529171031334
3327,289.95335,C3 H3 Cl N4 O10,8.633070796306905
741,307.88326,307.88326,10.336649667816232
1986,399.78001,399.78001,10.692079881940987
54,434.11699,C20 H31 Cl O2 S3,11.703776778314158
436,307.88349,C4 H5 Br O9 S,10.093205452395122
432,222.85903,222.85903,11.127463864231151
59,284.27134,Stearic Acid,10.270677742499021
89,430.13035,C16 H24 Cl N6 O4 P,11.604409773818901
149,394.15362,4-Hydroxymethyl Ambrisentan,11.604409773818901
288,289.95318,C2 H3 N4 O11 P,8.392489622622744
695,306.88139,C3 H2 Br N O11,10.544239601878056
1827,396.77907,396.77907,10.978461177675147
2044,285.94930,C2 H8 O12 P2,11.89463621477507
103,220.86206,220.86206,10.882670454232368
1119,469.21729,C20 H39 N O7 S2,11.428799771062579
